id,text,Bored,Angry,Sad,Fear,Happy,Excited,negative,neutral,positive
593891105457897472,"Miliband stumbles, Cameron dodges ",0.0328215382,0.08728281380000001,0.07511427450000001,0.1220118005,0.3909934127,0.2917761602,0.032,0.608,0.36
593891105935994880,Miliband - I'd pass on PM job rather than do deal with Scots nationalists: LONDON (Reuters) - British Labour Party ,0.1375051814,0.1237701673,0.1215431305,0.2288090094,0.1821845967,0.2061879147,0.092,0.47600000000000003,0.4320000000000001
593891106066198529,GloriaDePiero: Nick Clegg is just as responsible for this Govt's failing  plan as David Cameron - he's backed the Tories all the  way,0.053045311100000006,0.3633435215,0.15765648210000002,0.1506385979,0.1131686826,0.1621474048,0.799,0.128,0.07200000000000001
593891106590429185,mykilmarnock: Will the person who dropped a Vote SNP badge please call at Kilmarnock police station to collect it. ,0.0865195961,0.2657824005,0.1427775251,0.14743149949999998,0.1994839237,0.158005055,0.456,0.307,0.237
593891106787631104,Markfergusonuk: The Sun’s Twitter worm appears to believe Ed Miliband is winning so far bbcqt ,0.047147243,0.1036377043,0.0713579657,0.1670814461,0.28238696420000003,0.3283886766,0.108,0.34,0.552
593891106921799680,"ScottishPleb AHairyBiker 

SNP toxic in England. Why would Labour want to do a deal with them?",0.0567940878,0.2518109565,0.2450680954,0.2746618615,0.0869701592,0.08469483960000003,0.525,0.431,0.044000000000000004
593891107232165888,"KatieKhaleesi: I'm SNPbecause in my entire adult life I've only seen Labour &amp; Tories cause misery, war, and further victimisation of t",0.0457432846,0.2350388995,0.2303096137,0.2670000123,0.0659360075,0.1559721824,0.596,0.294,0.11
593891107437699072,Jeremy Vine doesn't think the SNP Scottish takeover merits a mention,0.2731259557,0.1369286915,0.1373997031,0.2346401846,0.0446259335,0.1732795316,0.617,0.27,0.11199999999999999
593891107387375616,"daniloxxv: ""UKIP is the bastard child of the big three parties. With apologies to all bastards."" - PeterTatchell at the University of ",0.0474620214,0.1740168831,0.1226734244,0.1851101333,0.213659255,0.2570782828,0.529,0.29,0.18
593891107039215616,"“suttonnick: Friday's Times front page:
Miliband savaged for ‘lies’ over spending
tomorrowspaperstoday bbcpapers ”",0.0487363192,0.1557836581,0.0867781728,0.1241294545,0.2355323104,0.349040085,0.22,0.392,0.38799999999999996
593891107857158145,dhothersall: Scenes of celebration in Glasgow as SNP applaud a Conservative victory. Just a bit of fun. Or is it? :-) ,0.0141143088,0.056202442000000005,0.0304866417,0.1000354723,0.5614154791,0.2377456561,0.019,0.13699999999999998,0.845
593891108117155840,"KTHopkins SNP thickos look forward to having the balance of power, bringing fair, decent policies that fascists bigots like u detest!",0.015285156,0.3519109008,0.034573268,0.08483854099999999,0.1881690553,0.3252230789,0.233,0.217,0.55
593891108314308608,LabourEoin: Another humongous lie from David Cameron. He has not clamped down on Tax Avoidance. Uncollected Tax has risen BBCqt http:/,0.0682140136,0.2688065649,0.2951271641,0.1678071325,0.1062873579,0.093757767,0.85,0.124,0.026
593891108716961792,"my tory dad:
""if UKIP had a chance here I'd definitely vote for them.""

*5 mins later*
""you are so blinkered!!! so closed minded!!""

u sure?",0.0,0.1671008232,0.187554573,0.2221384705,0.1502953395,0.2729107938,0.195,0.45,0.354
593891109580967936,"Tonight's polling average: Con 33.7%, Lab 33%, UKIP 13%, Lib Dem 8% and Green 5.7%.",0.0818546105,0.1752885335,0.2253574985,0.2281956818,0.10816136960000004,0.1811423061,0.154,0.48,0.366
593891110239543296,jsteve372: .mik61scot it's Nicola Sturgeon's new education policy... Improve literacy by getting deprive kids reading words on helicop,0.05393426230000002,0.172810042,0.0754149105,0.12601404160000002,0.2727495281,0.2990772155,0.129,0.21,0.6609999999999999
593891110616989696,"guardian: Guardian front page, Friday 1 May 2015: Miliband hardens his line: I will not do deal with SNP ",0.07460452940000001,0.4590263434,0.1118014135,0.13947066800000002,0.1007701282,0.1143269175,0.312,0.5429999999999999,0.145
593891110763757568,StephenHep21: ScotlandTonight Ed is free to say he wont do a deal. It is SNP who will never be forgiven if they vote down a Labour go,0.13427259789999998,0.3359859912,0.1389653539,0.1458756328,0.1364989204,0.1084015038,0.7,0.21,0.09
593891111502016512,Ed_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. bbcqt,0.0502438404,0.1860792274,0.1869492261,0.159931624,0.199209686,0.2175863961,0.599,0.335,0.066
593891111824941056,HuffPostUK: The Tory spin message about David Cameron's performance is a bit obvious bbcqt  ,0.1112170967,0.1136313216,0.1325275515,0.3483139082,0.15131777119999998,0.1429923507,0.48100000000000004,0.35600000000000004,0.163
593891111799783424,Nigel_Farage Does Ed's rejection of Lab/SNP deal undermine Cameron's plea to Ukippers to 'come home' on the basis of that proposal?,0.0509592454,0.1908944862,0.3073906043,0.2502410426,0.0872995278,0.1132150937,0.486,0.439,0.075
593891111946551296,"chaos_lane: imagine fighting for us to stay in the union, promising that Scotland's voice will be heard, and then refusing to do a deal",0.0734407829,0.3204149922,0.2027568181,0.1838448325,0.0979404732,0.121602101,0.775,0.184,0.040999999999999995
593891112407924736,Account for every penny? Like you did last time? Your nose should be 2 foot long! ,0.064943052,0.5712045965,0.1182897949,0.1494965794,0.0440158049,0.0520501724,0.838,0.142,0.021
593891113179750401,ronwindward: JimForScotland Crazy statements like that just confirms to me I made the right decision in leaving Labour for the SNP.Tim,0.0367777852,0.1072712247,0.1617258206,0.2868671306,0.1706635463,0.2366944926000001,0.298,0.38299999999999995,0.319
593891113750106112,"Riath84: Great, you reduced the deficit, by killing and shitting on the poor. Good job. Not really something to be bragging about Torie",0.0652729893,0.2763950985,0.1448298977,0.1034813531,0.3345661981,0.0754544633,0.905,0.059,0.035
593891113481572353,Clegg: Education spending is a coalition 'red line' - ITV News ,0.1183693384,0.1370508201,0.16814985829999998,0.2307108843,0.1854807962,0.1602383027,0.354,0.34299999999999997,0.303
593891113498443776,Can you shut the NS down until May 8. Prettyplease ,0.070029333,0.5688941216,0.1322779137,0.1100541938,0.0533315421,0.0654128959,0.826,0.142,0.032
593891114215723008,Fucking biased BBC allowing Nigel_Farage to have a leadersdebate program all of his own... NigelFarage UKIP GE2015,0.0338134106,0.7349826601,0.0801890828,0.0558694827,0.0344096634,0.0607357003,0.593,0.23,0.17800000000000002
593891114475716608,"'I'm not going to cave in to the SNP over Trident and the deficit'. 

A left-wing party in favour of nuclear weapons and maintaing austerity",0.0352436833,0.2963830717,0.11619266269999999,0.1842692076,0.19563830699999998,0.1722730678,0.389,0.391,0.22
593891114496729088,"nickgoff79: If Miliband had replied then, ""ah, you work in recruitment? No wonder you're such a dick."" I'd have voted for him. But he d",0.047804056500000004,0.319630423,0.1921019626,0.1413860737,0.15033991800000002,0.1487375662,0.465,0.391,0.145
593891114744164354,"EllieCumbo: Oh, Tories. Wiz zis message discipline you are really spoiling uz. ",0.0,0.2558420728,0.2351393323,0.1797701673,0.14470193039999998,0.1845464972,0.442,0.281,0.278
593891114853216257,LeeMartin4947: Miliband on Question Time: I won't have Labour government if it means SNP deal  GE2015,0.0498148257,0.1825616246,0.1611099649,0.168042684,0.1931780195,0.2452928813,0.324,0.418,0.258
593891116140888065,"joncraig: Scottish audience all address Sturgeon as ""Nicola"". Earlier on QT it was ""Mr Cameron"", ""Mr Miliband"" &amp; ""Mr Clegg"". ",0.0248790027,0.1331190232,0.1323930401,0.2310955207,0.2839096257,0.19460378760000002,0.149,0.4370000000000001,0.414
593891116363214848,"ScotlandTonight If Miliband will step aside to let Tories in, we need 59 SNP MPs more than ever to stand up for Scotland theSNP VoteSNP",0.0642503342,0.4237232526,0.11091302789999999,0.1337324855,0.1405770958,0.1268038041,0.5720000000000001,0.231,0.19699999999999998
593891116405100544,ChristinaSNP: I just heard Milliband's pronouncements........ Oh dear.... Cutting off his nose to spite the Scots.... VoteSNP,0.0180249038,0.09331610119999999,0.21602151239999998,0.4691595611,0.0731824384,0.1302954831,0.604,0.317,0.079
593891117269155841,Newsnight or Farage talking cr*p for nearly half an hour. A tough call; though Farage might well melt down yet again w/audience questions..,0.1551059733,0.22251142,0.25549792,0.2287094345,0.0702772247,0.0678980276,0.877,0.10300000000000001,0.02
593891117638254592,Kind of like/support nick clegg hahahaha,0.018031273799999997,0.11121372789999999,0.0594780036,0.2495493752,0.22668087,0.3350467495,0.055,0.358,0.5870000000000001
593891117525016576,chunkymark: How would labour supporters/country feel if Ed_Miliband let Tories have another 5 years by refusing to have coalition with,0.1186326078,0.3097126783,0.3230384363,0.16898418989999994,0.037108230299999996,0.042523857400000004,0.826,0.14800000000000002,0.026000000000000002
593891118045110272,"Couldn't watch the leaders Q&amp;As tonight as I was at a scholarship dinner, but at said dinner I argued Labour doesn't need nor want the SNP",0.1945851673,0.29845470879999997,0.1870980741,0.1869982376,0.06143907990000001,0.0714247323,0.802,0.165,0.033
593891118384869376,"GardhamHT: Scots will never forgive Lab if Tories get in because Miliband refuses to work with SNP, says Stewart Hosie",0.1048811011,0.445951665,0.16022587900000002,0.1208448085,0.07355786610000001,0.0945386803,0.905,0.069,0.026000000000000002
593891118867185664,DanHannanMEP: Ed Miliband bases his campaign around not trusting us on the EU. What would it say about us if we elected him? ,0.0717590976,0.1868137323,0.23500394219999998,0.24609814,0.12263524960000001,0.1376898383,0.465,0.46,0.075
593891119165001728,"CountryStandard: You Gov Poll Tonight
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.036406870699999996,0.156805282,0.1239876049,0.1695985554,0.17215813230000002,0.3410435547,0.086,0.527,0.387
593891119701880833,JimForScotland: Labour has called SNP bluff. The SNP must now be clear: are they willing to prevent or bring down a Labour government &amp;,0.1044519375,0.2370832437,0.19887754510000002,0.21764917109999998,0.11746308539999999,0.12447501720000001,0.6609999999999999,0.23,0.109
593891120767225856,"""Making love is not on the cards here, he's a Tory""",0.040788391800000004,0.0548581417,0.1065809566,0.0893414141,0.5462148441,0.1622162517,0.149,0.282,0.57
593891120825954304,"Audience member: why are million's more people using foodbanks?
David Cameron: here's a letter saying there's no money left",0.0470762216,0.2973476727,0.3302492158,0.17432817969999995,0.0534027217,0.0975959885,0.755,0.187,0.058
593891121111179265,David Cameron hugs another husky in the storms  david Cameron hugahusky davidcamerontweet greatstorm 2013 StJude,0.0,0.0734248082,0.2766288106,0.14015168779999998,0.3131993816,0.1965953119,0.021,0.33899999999999997,0.64
593891120913977344,gemini2359: bbcqt Tories 1st introduced PFI In NHS not Labour. Here's Ken Clarke boasting of it. ,0.0585843238,0.2156915743,0.079946207,0.1198348766,0.1947764433,0.331166575,0.179,0.503,0.318
593891120989544448,"sunny_hundal: It's far easier for Labour to work as a minority govt than the Tories. Miliband can call SNP's bluff, while Cameron has n",0.11289524150000001,0.1929371743,0.1272420048,0.1748501436,0.20473454160000001,0.1873408943,0.44299999999999995,0.304,0.253
593891121194995712,Fair point...... ,0.1079951728,0.17716437710000002,0.23866859699999998,0.2516860937,0.1297442598,0.09474149949999999,0.013,0.35600000000000004,0.631
593891121312440320,labourpress: We learnt the most from the question David Cameron wouldn't answer tonight: clear now the Tories will cut Child Benefit b,0.13507294849999998,0.3111733833,0.17830673519999998,0.1487157359,0.0925199507,0.1342112463,0.746,0.17800000000000002,0.076
593891123149570049,SunNation: SUNNATION EXCLUSIVE: We reveal the man responsible for Ed slipping off the stage...  ,0.0895467116,0.11818776539999999,0.14722307310000002,0.2709094682,0.14663429279999998,0.2274986888,0.147,0.458,0.395
593891123183099906,ED MILIBAND FELL OF STAGE... HOW IS HE GOING TO RUN THE COUNTRY?!?!?!????,0.016772191699999998,0.2245770014,0.417689817,0.2295267148,0.06679856099999999,0.0446357142,0.34299999999999997,0.526,0.13
593891123304787968,"HouseOfTraitors: bbcbias Number of times Party/Leader mentioned tonight on BBCNews 

LAB  14
CON  9
LIB    7
SNP  5
UKIP  0",0.041803684300000005,0.10855694130000001,0.0797948021,0.1125004818,0.25996411469999997,0.3973799759,0.051,0.281,0.6679999999999999
593891123292078081,Lou_i5e: RogerV52 UKIP 100% Nigel,0.0582023232,0.2473079373,0.1551024094,0.09781721939999999,0.1580917942,0.2834783165,0.071,0.366,0.563
593891123325771776,Daniel__Brookes sarahduk121 Nigel_Farage UKIP that's a tad semantic? perhaps we should use recent general election results as best guide,0.0457154607,0.09802037849999999,0.1379877752,0.2866214166,0.2377507759,0.19390419309999998,0.158,0.42,0.422
593891123673878528,"britainelects: Latest YouGov poll (29 - 30 Apr):
LAB - 35% (+1)
CON - 34% (-1)
UKIP - 12% (-)
LDEM - 8% (-1) 
GRN - 5% (+1)",0.0491099179,0.1184505369,0.16750806710000002,0.1255423395,0.2134242072,0.3259649313,0.063,0.6729999999999999,0.263
593891123766099970,The historic link between Labour and the trade unions is about to break - thanks to the SNP | via Telegraph ,0.0361822169,0.1815296684,0.1720517669,0.16475619789999998,0.2096870851,0.2357930648,0.313,0.334,0.353
593891123610963968,jogideon: Ed Miliband's in denial about his past squandering of our money. Don't let him do it again ,0.0745552477,0.3892699535,0.2071117836,0.1548270182,0.0690228757,0.1052131212,0.8170000000000001,0.157,0.025
593891124680482817,BuntinRobert: Murphy in Scotland insults our intelligence. Milliband in London demeans all Scots. The Scots will not take it lying down,0.0716799473,0.3131009161,0.151159204,0.1419814381,0.1342363429,0.18784215170000002,0.535,0.29100000000000004,0.173
593891124953161728,UKIP TO WIN FARAGEFOREVER,0.0576276284,0.1551315275,0.040794808700000004,0.09210808779999999,0.2044188361,0.4499191114,0.034,0.418,0.547
593891125066346497,andrew4mk: Off to Citizens MK assembly to show my commitment to living wage. Another no show from my Tory opponent.,0.0838826459,0.294689312,0.28282755460000003,0.11850303050000001,0.0859325813,0.1341648758,0.754,0.166,0.08
593891125246689280,"paulwaugh: ICM found just 6% bbcqt viewers changed their mind. Small sub sample but: Clegg won 32% of switchers, Cam 25% Ed 20% http:/",0.0293438362,0.1365349971,0.0877427235,0.1612016463,0.27031252699999997,0.31486427,0.073,0.365,0.562
593891126916046849,"LiarMPs: Russell Brand wants to hug people who thinks its ok to chop peoples heads off on our streets.
Miliband is only reaching out to",0.1419489442,0.36968335880000003,0.1781501939,0.1086335474,0.08808237810000001,0.1135015777,0.848,0.1,0.052000000000000005
593891127197073408,"So, on BBC Question Time's election special interview with the various party leaders, Miliband relented to the... ",0.1129637991,0.14654469609999998,0.1442744175,0.2552367936,0.15273530859999998,0.1882449852,0.10300000000000001,0.341,0.556
593891127545180162,Bbc scotlands entire lead story is 'nicola sturgeon won't rule out what she's already ruled out',0.19063629350000005,0.2196219995,0.1397473163,0.20232711579999998,0.09395237619999999,0.15371489859999998,0.496,0.35600000000000004,0.14800000000000002
593891127520043008,"WilsonWilson009: Leaked reports that Tories feared ""inevitable ""election defeat so ran a campaign of false flags, muddying of the wate",0.0732339231,0.324355355,0.20044153899999997,0.1908801707,0.0788933487,0.1321956635,0.748,0.17300000000000001,0.079
593891127918493698,SolManOfficial: Labour will do a deal with SNP make no mistake! Scotland will rule the UK!,0.0442754817,0.1832293348,0.0410884325,0.2051626522,0.2916750052,0.2345690936,0.085,0.302,0.613
593891127918485504,"And like LibDem leader Mr C said, he had to make hard and brave decision 5yrs ago, to save Britain becm like Greece; huge impact stories",0.0457804333,0.1389068516,0.2573017472,0.1632389474,0.21397847399999997,0.18079354649999999,0.129,0.266,0.605
593891128262418433,"benglaze: Great line from Lucy Powell on Miliband's minor trip: ""Ed slipped on David Cameron's sweat."" GE2015 bbcqt",0.010758761399999999,0.168394099,0.0796451074,0.11847477349999999,0.3489265146,0.2738007441,0.086,0.355,0.56
593891128472170497,"KatyFBrand: While Cameron slags off Miliband for meeting Russell Brand, shall we just bear this in mind? ",0.0594935812,0.08393200140000001,0.1419375766,0.31850578079999997,0.1525747167,0.24355634329999998,0.209,0.7040000000000001,0.087
593891129558474752,"BBCPolitics: David Cameron says child benefit is ""key"" for UK families  bbcqt ",0.1130121958,0.0944915971,0.1241351834,0.2008120443,0.2067692291,0.2607797502,0.112,0.524,0.364
593891129713635329,I see bbcnickrobinson is doing his best to spin this for the Tories. Lame. Predictable and lame. bbcqt,0.24651949969999998,0.2088599493,0.1798697852,0.1316138173,0.1086431658,0.1244937827,0.665,0.168,0.166
593891129835319300,"DanielMancip yes I'm not a nationalist ... I don't vote SNP, won't vote SNP - you however as a unionist are a nationalist",0.0497298334,0.269622099,0.0905000844,0.1462483521,0.23056976,0.21332987109999998,0.753,0.173,0.07400000000000001
593891130800009217,christopherhope: I will ask David Cameron if he has the Liam Byrne note in his pocket tomorrow. Apparently he takes it 'everywhere' bb,0.039786784900000004,0.0944841561,0.09721651460000001,0.2147211004,0.2422356295,0.3115558145,0.312,0.442,0.247
593891131252965376,AHairyBiker: I knew BBC news would put more emphasis on Ed Milliband's slight trip at the end of his question time session than the who,0.11190075699999999,0.1103879207,0.1735850533,0.2941757577,0.1053480266,0.20460248469999998,0.421,0.335,0.244
593891131701784576,johnmcternan lenathehyena UKLabour Ed_Miliband Try going to Queen to form a Gov with fewer MPs than Tories and with no deal in place.,0.091323612,0.4324861674,0.1466939915,0.1254297272,0.0988859184,0.1051805835,0.5529999999999999,0.28800000000000003,0.158
593891132293193728,"DonaldLiddell: SNPBecause 
SNP VoteSNP 
IanIwrussell IanBarr67 Eileen43Eileen Zen432 shellxdoherty84 KatieKhaleesi ",0.014534218,0.0681612487,0.0735901017,0.0680472194,0.3481506275,0.4275165847,0.035,0.361,0.604
593891132775464960,ntyrbbygrl: DAVID CAMERON IS BACKING A £15 MILLION MUSEUM &amp; LIBRARY DEDICATED TO MAGGIE THATCHER. £15 FUCKING MILLION. FUCK OFF.,0.02811324,0.4313398682,0.0808444812,0.08578387539999999,0.16625571779999998,0.20766281739999998,0.467,0.3720000000000001,0.161
593891132947464193,"RonMooreMoreRon: Our Tory chums don't like you tweeting the following.

Wow! What a Strong and commanding performance by Ed tonight. v",0.0113533926,0.1138250698,0.0257202643,0.0502177834,0.2718021332,0.5270813567,0.047,0.211,0.741
593891133706612737,simonk133 roadto326 still think Tories a nose in front.,0.0598121102,0.1764109552,0.2151259743,0.334083474,0.0980882259,0.1164792604,0.4,0.429,0.17
593891133782102016,".Ed_Miliband 'nodded' to keeping austerity, but to his own formula. I, too,  was surprised he didn't expand. ",0.07139531889999999,0.1040916923,0.2105618756,0.1915270056,0.2384553564,0.1839687512,0.475,0.385,0.141
593891134432247808,rob_pearson86: Clegg with the relaxed demeanour of a man who knows he'll be Deputy PM to *someone* on May 8th.,0.0752656672,0.0843096954,0.0946412381,0.1965102188,0.275116669,0.2741565115,0.07200000000000001,0.436,0.493
593891135275270144,"thhamilton: Unexpectedly, it looks like UKIP want the royal coat of arms taken off the UK passport. ",0.0288803224,0.115692924,0.2685126453,0.2898808807,0.1181874047,0.17884582289999998,0.326,0.487,0.187
593891134000226304,"alanthegasman: Tim Farron - ""Miliband has ruled out reality""",0.0480276515,0.0902577354,0.1822564647,0.2327775434,0.1382644238,0.3084161811,0.191,0.293,0.516
593891136856522752,"mrjamesmack In what conceivable situation could the SNP vote against Labour (bar Trident) without compromising on ""locking the Tories out""?",0.0461660404,0.3404345861,0.202640342,0.2252723856,0.0829617078,0.102524938,0.8009999999999999,0.175,0.024
593891137431154688,MattHancock2015: Safe to say EdM’s weak performance showed he’s too weak to stand up to SNP. Truth is British people would pay price ht,0.08777719029999999,0.1913812341,0.1035472986,0.1172141154,0.2384515966,0.26162856510000004,0.41600000000000004,0.22899999999999998,0.355
593891137502486528,No surprise there UKIP  “perform: ”,0.129583397,0.1796885155,0.1652243722,0.1902510205,0.160755722,0.1744969728,0.341,0.483,0.177
593891137372422144,johnhemming4mp Forgot to copy jessphillips in on that one.  Ops.  Fair chance of rebuttal. Figs are pretty clear: LibDem record better :),0.041712772,0.2483377247,0.08667979070000001,0.2590629575,0.1942219081,0.169984847,0.57,0.187,0.243
593891137611530240,Some daft fucker has given the UKIP bigots the internet password tonight. They are licking their screens as they type!,0.0346687751,0.6945309658,0.07392003429999999,0.1341162268,0.0217216443,0.0410423538,0.936,0.046,0.018000000000000002
593891137527623680,"ian_beckett: No questions on tax havens for PM on bbcqt - Pourquoi?
Cameron’s father left offshore assets in tax haven of Jersey
http:",0.0255300025,0.2495631989,0.2467044795,0.1719213522,0.1491561109,0.157124856,0.451,0.35700000000000004,0.192
593891137905152002,"Here endeth the Union!
The45Storm JimForScotland Ed_Miliband  ",0.0586495587,0.2026141613,0.0653729559,0.1532169848,0.2218554676,0.2982908718,0.125,0.406,0.469
593891138521694208,vote no to stop alexsalmond's crazy political career plan will ruin the country  referendum snp alexsalmond,0.0290150409,0.436858419,0.0976597349,0.120163604,0.0966765816,0.2196266197,0.935,0.037000000000000005,0.027999999999999997
593891138798538754,"Tonight's Question Time special with Cameron, Milliband &amp; Clegg was an ideal moment for a couple of games of Bullshit Bingo.",0.0264009103,0.0887973461,0.05950570230000001,0.1693268302,0.3528447318,0.3031244793,0.104,0.322,0.574
593891139075313664,"Benotadick: If the other parties snub the SNP out of spite, they're disenfranchising Scottish people and pushing support for Indy up.",0.1182097693,0.2148907894,0.10116723789999996,0.15110337210000002,0.2080274037,0.20660142760000005,0.444,0.281,0.276
593891138966265856,"NursieDear25: A man whose party's entire campaign is based on the ""threat"" of the SNP bringing in another Tory gov, threatening to brin",0.1450388709,0.2041789329,0.1741065184,0.2218004056,0.0897144793,0.165160793,0.6579999999999999,0.218,0.124
593891139222142977,AndrewColeman1 BBCJamesCook NicolaSturgeon They  said they would but Milliband saying he'd rather Tory govt than SNP backing redtories?,0.16645987380000002,0.1953997881,0.2381666342,0.2085294628,0.07701351440000001,0.1144307268,0.617,0.332,0.051
593891139775799296,"Why does DC have a face for every occasion? Like the ham actors in a ""B"" movie. ",0.1664362398,0.2364625804,0.3845021655,0.1239526325,0.027378324,0.0612680577,0.4270000000000001,0.457,0.116
593891139264126977,"HandofGOD7: Miliband getting ""tough"" on immigration. After UKLabour spent 13 years printing ""how to claim your benefits"" in 174 diffe",0.1049337119,0.2056904502,0.1720980915,0.2057271279,0.1141936961,0.1973569224,0.483,0.26,0.257
593891140585291776,"As someone who is going to grimly, disappointedly go and vote Labour again this time round, please, Ed_Miliband, stop ruling out SNP deals.",0.1075365828,0.3367835093,0.1212179556,0.1462987288,0.1705963742,0.1175668492,0.476,0.3,0.224
593891141214445568,"Cigar117 Farage and Carswell only likely, maybe 1 or 2 others. Need strong showing by Orange Book Lib Dems. Clegg looks like a gonner.",0.06271374610000001,0.1786471233,0.2310187986,0.2403599458,0.0976185072,0.189641879,0.457,0.38799999999999996,0.155
593891141302484993,David Cameron's father left assets in offshore tax haven to his family ,0.0448692005,0.08887359859999999,0.2598946984,0.2535650826,0.1453838346,0.2074135852,0.244,0.469,0.287
593891141990383616,yetigcreature royhendo Nobody but UKIP will want to cosy up to the Tories - both Labour and  SNP know this.,0.1287900302,0.1867925576,0.1478290538,0.2033050681,0.1821124646,0.1511708257,0.4320000000000001,0.327,0.24100000000000002
593891141914894337,Kezia doll stop making a pure clown of yourself hen !!! snp,0.0382913756,0.47185585,0.1281249719,0.2503087459,0.0527315108,0.0586875457,0.534,0.324,0.142
593891142330142723,"WalesForYES: If Labour let the Tories back into power, Wales will never forgive them. GE2015",0.032051024500000004,0.3879453735,0.1965683497,0.0975873189,0.1614533121,0.1243946214,0.349,0.293,0.35700000000000004
